variables,type,units,values,description
blade.compute_reynolds.local_airfoil_velocities,input,m/s,"[ 8.60799979  9.61919883 11.12860394 12.99457887 15.09662665 17.37872886
 19.77052092 22.2353029  24.74544138 27.29243246 29.86552843 32.458768
 35.06359021 37.68199413 40.3073447  42.94077763 45.57872713 48.22431869
 50.87022752 53.51605213 56.16892647 58.81912641 61.47087914 64.12436974
 66.78274762 69.44562265 72.10745718 74.76448584 77.40285336 79.36591509]",
blade.compute_reynolds.chord,input,m,"[5.2        5.22650407 5.31940068 5.45807455 5.60303811 5.71828659
 5.76463061 5.71505311 5.53918229 5.29078046 5.03400569 4.81566004
 4.62323753 4.43204022 4.24519817 4.06576739 3.89604023 3.73508417
 3.57920635 3.42458014 3.26794659 3.11185969 2.95714018 2.80002199
 2.63678999 2.46413177 2.28345025 2.09568171 1.90248511 0.5       ]",
blade.compute_coord_xy_dim.chord,input,m,"[5.2        5.22650407 5.31940068 5.45807455 5.60303811 5.71828659
 5.76463061 5.71505311 5.53918229 5.29078046 5.03400569 4.81566004
 4.62323753 4.43204022 4.24519817 4.06576739 3.89604023 3.73508417
 3.57920635 3.42458014 3.26794659 3.11185969 2.95714018 2.80002199
 2.63678999 2.46413177 2.28345025 2.09568171 1.90248511 0.5       ]",1D array of the chord values defined along blade span.
blade.compute_coord_xy_dim.pitch_axis,input,,"[0.50454545 0.47827279 0.44670373 0.41436717 0.38523403 0.35900232
 0.33870888 0.32516685 0.31656844 0.31090127 0.30683535 0.30292985
 0.29844984 0.2940508  0.29066184 0.28847105 0.28784166 0.28831579
 0.29015462 0.29322837 0.2972375  0.30199603 0.30725011 0.31256727
 0.31843499 0.32575139 0.33426619 0.3437327  0.35493039 0.36818182]","1D array of the chordwise position of the pitch axis (0-LE, 1-TE), defined along blade span."
blade.compute_coord_xy_dim.twist,input,rad,"[ 0.2721763   0.27032136  0.25679956  0.23271552  0.20321732  0.17325891
  0.14740155  0.12742646  0.10871461  0.09126429  0.07584973  0.06295039
  0.05200766  0.04228859  0.03358702  0.02563348  0.01844002  0.01209022
  0.00620176  0.00031992 -0.00621137 -0.01450412 -0.02398669 -0.03232521
 -0.03736348 -0.03794579 -0.03678035 -0.03399756 -0.02901262 -0.02168376]",1D array of the twist values defined along blade span. The twist is defined positive for negative rotations around the z axis (the same as in BeamDyn).
blade.compute_coord_xy_dim.coord_xy_interp,input,,"[[[ 1.00000000e+00 -5.22829393e-16]
  [ 9.99429684e-01 -2.22597407e-02]
  [ 9.98063018e-01 -4.44580349e-02]
  ...
  [ 9.98120489e-01  4.38394581e-02]
  [ 9.99443038e-01  2.19496514e-02]
  [ 1.00000000e+00 -5.26828685e-16]]

 [[ 1.00000000e+00  1.60273967e-05]
  [ 9.99119395e-01 -2.22327527e-02]
  [ 9.96373964e-01 -4.41439934e-02]
  ...
  [ 9.97194605e-01  4.38444411e-02]
  [ 9.99427080e-01  2.18389134e-02]
  [ 1.00000000e+00  1.60273967e-05]]

 [[ 1.00000000e+00  1.18124776e-04]
  [ 9.95884445e-01 -2.12086293e-02]
  [ 9.83115257e-01 -4.00231086e-02]
  ...
  [ 9.89037485e-01  4.30329377e-02]
  [ 9.98106884e-01  2.10433601e-02]
  [ 1.00000000e+00  1.18124776e-04]]

 ...

 [[ 1.00000000e+00 -3.71663624e-04]
  [ 9.76017568e-01  2.09740027e-03]
  [ 9.52031329e-01  3.99388323e-03]
  ...
  [ 9.52381403e-01  9.07315534e-03]
  [ 9.76165313e-01  4.93304949e-03]
  [ 1.00000000e+00  9.38336381e-04]]

 [[ 1.00000000e+00 -3.71663624e-04]
  [ 9.76017568e-01  2.09740027e-03]
  [ 9.52031329e-01  3.99388323e-03]
  ...
  [ 9.52381403e-01  9.07315534e-03]
  [ 9.76165313e-01  4.93304949e-03]
  [ 1.00000000e+00  9.38336381e-04]]

 [[ 1.00000000e+00 -3.71663624e-04]
  [ 9.76017568e-01  2.09740027e-03]
  [ 9.52031329e-01  3.99388323e-03]
  ...
  [ 9.52381403e-01  9.07315534e-03]
  [ 9.76165313e-01  4.93304949e-03]
  [ 1.00000000e+00  9.38336381e-04]]]",3D array of the non-dimensional x and y airfoil coordinates of the airfoils interpolated along span for n_span stations. The leading edge is place at x=0 and y=0.
blade.compute_coord_xy_dim.ref_axis,input,m,"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 3.42959240e-02  0.00000000e+00  4.03448276e+00]
 [ 8.32926257e-02  0.00000000e+00  8.06896552e+00]
 [ 1.39255519e-01  0.00000000e+00  1.21034483e+01]
 [ 1.91903317e-01  0.00000000e+00  1.61379310e+01]
 [ 2.32028258e-01  0.00000000e+00  2.01724138e+01]
 [ 2.49180429e-01  0.00000000e+00  2.42068966e+01]
 [ 2.49614174e-01  0.00000000e+00  2.82413793e+01]
 [ 2.46252569e-01  0.00000000e+00  3.22758621e+01]
 [ 2.40472011e-01  0.00000000e+00  3.63103448e+01]
 [ 2.32979267e-01  0.00000000e+00  4.03448276e+01]
 [ 2.17957140e-01  0.00000000e+00  4.43793103e+01]
 [ 1.77121181e-01  0.00000000e+00  4.84137931e+01]
 [ 1.00301568e-01  0.00000000e+00  5.24482759e+01]
 [ 1.12660591e-05  0.00000000e+00  5.64827586e+01]
 [-1.12312629e-01  0.00000000e+00  6.05172414e+01]
 [-2.43799160e-01  0.00000000e+00  6.45517241e+01]
 [-4.15338772e-01  0.00000000e+00  6.85862069e+01]
 [-6.20768435e-01  0.00000000e+00  7.26206897e+01]
 [-8.46243242e-01  0.00000000e+00  7.66551724e+01]
 [-1.07984644e+00  0.00000000e+00  8.06896552e+01]
 [-1.32901559e+00  0.00000000e+00  8.47241379e+01]
 [-1.60213698e+00  0.00000000e+00  8.87586207e+01]
 [-1.89489952e+00  0.00000000e+00  9.27931034e+01]
 [-2.20179672e+00  0.00000000e+00  9.68275862e+01]
 [-2.52272811e+00  0.00000000e+00  1.00862069e+02]
 [-2.86392159e+00  0.00000000e+00  1.04896552e+02]
 [-3.22483564e+00  0.00000000e+00  1.08931034e+02]
 [-3.60465635e+00  0.00000000e+00  1.12965517e+02]
 [-4.00000000e+00  0.00000000e+00  1.17000000e+02]]","2D array of the coordinates (x,y,z) of the blade reference axis, defined along blade span. The coordinate system is the one of BeamDyn: it is placed at blade root with x pointing the suction side of the blade, y pointing the trailing edge and z along the blade span. A standard configuration will have negative x values (prebend), if swept positive y values, and positive z values."
blade.internal_structure_2d_fem.s,input,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]","1D array of the non-dimensional spanwise grid defined along blade axis (0-blade root, 1-blade tip)"
blade.internal_structure_2d_fem.web_rotation_yaml,output,rad,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]]","2D array of the rotation angle of the shear webs in respect to the chord line. The first dimension represents each shear web, the second dimension represents each entry along blade span. If the rotation is equal to negative twist +- a constant, then the web is built straight."
blade.internal_structure_2d_fem.web_offset_y_pa_yaml,output,m,"[[ 0.    0.    0.   -0.35 -0.35 -0.35 -0.35 -0.35 -0.35 -0.35 -0.35 -0.35
  -0.35 -0.35 -0.35 -0.35 -0.35 -0.35 -0.35 -0.35 -0.35 -0.35 -0.35 -0.35
  -0.35 -0.35 -0.35 -0.35 -0.35  0.  ]
 [ 0.    0.    0.    0.35  0.35  0.35  0.35  0.35  0.35  0.35  0.35  0.35
   0.35  0.35  0.35  0.35  0.35  0.35  0.35  0.35  0.35  0.35  0.35  0.35
   0.35  0.35  0.35  0.35  0.35  0.  ]]","2D array of the offset along the y axis to set the position of the shear webs. Positive values move the web towards the trailing edge, negative values towards the leading edge. The first dimension represents each shear web, the second dimension represents each entry along blade span."
blade.internal_structure_2d_fem.web_start_nd_yaml,output,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]]","2D array of the non-dimensional start point defined along the outer profile of a web. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each web, the second dimension represents each entry along blade span."
blade.internal_structure_2d_fem.web_end_nd_yaml,output,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]]","2D array of the non-dimensional end point defined along the outer profile of a web. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each web, the second dimension represents each entry along blade span."
blade.internal_structure_2d_fem.layer_web,output,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 2. 2. 2.],"1D array of the web id the layer is associated to. If the layer is on the outer profile, this entry can simply stay equal to zero."
blade.internal_structure_2d_fem.layer_thickness,output,m,"[[0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001     ]
 [0.05       0.04082222 0.03227314 0.02414597 0.01570557 0.0087801
  0.00479636 0.00312972 0.00228269 0.00203697 0.00200075 0.00200004
  0.002      0.002      0.002      0.002      0.002      0.002
  0.002      0.002      0.002      0.002      0.002      0.002
  0.0017995  0.00131595 0.00104388 0.00100193 0.001      0.001     ]
 [0.0001     0.00441988 0.01509082 0.03038211 0.04744079 0.06353773
  0.07594814 0.08316375 0.08936991 0.0944703  0.09767621 0.09829738
  0.09732817 0.09510225 0.09225053 0.08925817 0.08634924 0.08326352
  0.07969893 0.07545926 0.06996617 0.06112109 0.04860983 0.03553265
  0.02471021 0.01776949 0.01195955 0.00695429 0.00332756 0.001     ]
 [0.0001     0.00441988 0.01509082 0.03038211 0.04744079 0.06353773
  0.07594814 0.08316375 0.08936991 0.0944703  0.09767621 0.09829738
  0.09732817 0.09510225 0.09225053 0.08925817 0.08634924 0.08326352
  0.07969893 0.07545926 0.06996617 0.06112109 0.04860983 0.03553265
  0.02471021 0.01776949 0.01195955 0.00695429 0.00332756 0.001     ]
 [0.         0.         0.         0.00299682 0.00294581 0.00289655
  0.00284729 0.00279803 0.00274877 0.00269951 0.00265025 0.00260099
  0.00255172 0.00250246 0.0024532  0.00240394 0.00235468 0.00230542
  0.00225616 0.0022069  0.00215764 0.00210837 0.00205911 0.00201276
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.00479173 0.014413   0.02704746 0.0304599
  0.03       0.03       0.03       0.03       0.03       0.03
  0.03       0.03       0.03       0.03       0.02977162 0.02271292
  0.01506313 0.00770197 0.00463488 0.00310578 0.00200401 0.00026361
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.00479173 0.014413   0.02704746 0.0304599
  0.03       0.03       0.03       0.03       0.03       0.03
  0.03       0.03       0.03       0.03       0.02977162 0.02271292
  0.01506313 0.00770197 0.00463488 0.00310578 0.00200401 0.00026361
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.05982492 0.0570197  0.05431034
  0.05160099 0.04889163 0.04618227 0.04347291 0.04076355 0.03805419
  0.03534483 0.03263547 0.02992611 0.02721675 0.02450739 0.02179803
  0.01908867 0.01637931 0.01366995 0.01096059 0.00825123 0.00563011
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.05982492 0.0570197  0.05431034
  0.05160099 0.04889163 0.04618227 0.04347291 0.04076355 0.03805419
  0.03534483 0.03263547 0.02992611 0.02721675 0.02450739 0.02179803
  0.01908867 0.01637931 0.01366995 0.01096059 0.00825123 0.00563011
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.05982492 0.0570197  0.05431034
  0.05160099 0.04889163 0.04618227 0.04347291 0.04076355 0.03805419
  0.03534483 0.03263547 0.02992611 0.02721675 0.02450739 0.02179803
  0.01908867 0.01637931 0.01366995 0.01096059 0.00825123 0.00563011
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.05982492 0.0570197  0.05431034
  0.05160099 0.04889163 0.04618227 0.04347291 0.04076355 0.03805419
  0.03534483 0.03263547 0.02992611 0.02721675 0.02450739 0.02179803
  0.01908867 0.01637931 0.01366995 0.01096059 0.00825123 0.00563011
  0.         0.         0.         0.         0.         0.        ]
 [0.05       0.04082222 0.03227314 0.02414597 0.01570557 0.0087801
  0.00479636 0.00312972 0.00228269 0.00203697 0.00200075 0.00200004
  0.002      0.002      0.002      0.002      0.002      0.002
  0.002      0.002      0.002      0.002      0.002      0.002
  0.0017995  0.00131595 0.00104388 0.00100193 0.001      0.001     ]
 [0.         0.         0.         0.00199607 0.00193306 0.00187221
  0.00181136 0.00175051 0.00168966 0.0016288  0.00156795 0.0015071
  0.00144625 0.0013854  0.00132454 0.00126369 0.00120284 0.00114199
  0.00108114 0.00102028 0.00095943 0.00089858 0.00083773 0.00077688
  0.00071602 0.00065517 0.00059432 0.00053805 0.         0.        ]
 [0.         0.         0.         0.04290038 0.04130426 0.03976268
  0.0382211  0.03667951 0.03513793 0.03359635 0.03205477 0.03051318
  0.0289716  0.02743002 0.02588844 0.02434686 0.02280527 0.02126369
  0.02003703 0.02       0.02       0.02       0.02       0.02
  0.02       0.02       0.02       0.02       0.         0.        ]
 [0.         0.         0.         0.00199607 0.00193306 0.00187221
  0.00181136 0.00175051 0.00168966 0.0016288  0.00156795 0.0015071
  0.00144625 0.0013854  0.00132454 0.00126369 0.00120284 0.00114199
  0.00108114 0.00102028 0.00095943 0.00089858 0.00083773 0.00077688
  0.00071602 0.00065517 0.00059432 0.00053805 0.         0.        ]
 [0.         0.         0.         0.00199607 0.00193306 0.00187221
  0.00181136 0.00175051 0.00168966 0.0016288  0.00156795 0.0015071
  0.00144625 0.0013854  0.00132454 0.00126369 0.00120284 0.00114199
  0.00108114 0.00102028 0.00095943 0.00089858 0.00083773 0.00077688
  0.00071602 0.00065517 0.00059432 0.00053805 0.         0.        ]
 [0.         0.         0.         0.04290038 0.04130426 0.03976268
  0.0382211  0.03667951 0.03513793 0.03359635 0.03205477 0.03051318
  0.0289716  0.02743002 0.02588844 0.02434686 0.02280527 0.02126369
  0.02003703 0.02       0.02       0.02       0.02       0.02
  0.02       0.02       0.02       0.02       0.         0.        ]
 [0.         0.         0.         0.00199607 0.00193306 0.00187221
  0.00181136 0.00175051 0.00168966 0.0016288  0.00156795 0.0015071
  0.00144625 0.0013854  0.00132454 0.00126369 0.00120284 0.00114199
  0.00108114 0.00102028 0.00095943 0.00089858 0.00083773 0.00077688
  0.00071602 0.00065517 0.00059432 0.00053805 0.         0.        ]]","2D array of the thickness of the layers of the blade structure. The first dimension represents each layer, the second dimension represents each entry along blade span."
blade.internal_structure_2d_fem.layer_orientation,output,rad,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]]","Fiber orientation of the composite layer with 0-value meaning alignment with reference axis. The first dimension represents each layer, the second dimension represents each entry along blade span."
blade.internal_structure_2d_fem.layer_rotation_yaml,output,rad,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]]","2D array of the rotation angle of a layer in respect to the chord line. The first dimension represents each layer, the second dimension represents each entry along blade span. If the rotation is equal to negative twist +- a constant, then the layer is built straight."
blade.internal_structure_2d_fem.layer_offset_y_pa_yaml,output,m,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]]","2D array of the offset along the y axis to set the position of a layer. Positive values move the layer towards the trailing edge, negative values towards the leading edge. The first dimension represents each layer, the second dimension represents each entry along blade span."
