variables,units,values,description
re.precomp.layer_end_nd,,"[[1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.        ]
 [1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.        ]
 [1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.        ]
 [0.74674599 0.74415928 0.74374384 0.7475394  0.74674989 0.74029958
  0.74187081 0.74241777 0.74343263 0.74452664 0.74556146 0.7463842
  0.74702518 0.74777083 0.74886105 0.75020691 0.75172564 0.75344028
  0.75527885 0.75725898 0.75975478 0.76277593 0.76602142 0.76953143
  0.77335016 0.77752945 0.78250134 0.78958053 0.81648287 0.831227  ]
 [0.2467312  0.24778688 0.24657232 0.25537268 0.27996626 0.29898166
  0.30452139 0.30851403 0.31221836 0.31543208 0.31849966 0.32180497
  0.32550068 0.32915262 0.3324421  0.33531473 0.33803812 0.34084487
  0.34389051 0.34709015 0.35019025 0.35304556 0.35608689 0.35939559
  0.36301409 0.36699289 0.37176752 0.37866044 0.40545731 0.42016601]
 [0.         0.03975939 0.04015753 0.0420279  0.04348992 0.04355674
  0.04386406 0.0442158  0.0455298  0.0468413  0.04825139 0.04983374
  0.05167231 0.053662   0.05582041 0.05804528 0.06034843 0.06280684
  0.06547046 0.06837068 0.07139309 0.07451457 0.07096151 0.0650223
  0.05848785 0.05126394 0.04344193 0.03523562 0.03059861 0.01704267]
 [1.         0.96024061 0.95984247 0.9579721  0.95651008 0.95644326
  0.95613594 0.9557842  0.9544702  0.9531587  0.95174861 0.95016626
  0.94832769 0.946338   0.94417959 0.94195472 0.93965157 0.93719316
  0.93452954 0.93162932 0.92860691 0.92548543 0.92903849 0.9349777
  0.94151215 0.94873606 0.95655807 0.96476438 0.96940139 0.98295733]
 [0.17932132 0.18152123 0.1796431  0.18532618 0.20748306 0.22638709
  0.23141462 0.23482103 0.23633537 0.23736325 0.23808067 0.23874874
  0.23938015 0.23971595 0.23940809 0.23857259 0.23745741 0.23616681
  0.23477307 0.23313902 0.23120176 0.22885461 0.22623955 0.22335201
  0.22015327 0.21659561 0.21223593 0.20573485 0.17916004 0.16452599]
 [0.6793361  0.67789363 0.67681462 0.67749289 0.6742667  0.66770501
  0.66876404 0.66872477 0.66754963 0.66645781 0.66514248 0.66332797
  0.66090465 0.65833416 0.65582704 0.65346477 0.65114492 0.64876221
  0.64616142 0.64330784 0.64076629 0.63858498 0.63617407 0.63348784
  0.63048933 0.62713218 0.62296975 0.61665494 0.5901856  0.57558698]
 [1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]]","2D array of the non-dimensional end point defined along the outer profile of a layer. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each layer, the second dimension represents each entry along blade span."
re.precomp.fiber_orientation,deg,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]]","2D array of the orientation of the layers of the blade structure. The first dimension represents each layer, the second dimension represents each entry along blade span."
re.precomp.E,Pa,"[[3.440e+09 3.440e+09 3.440e+09]
 [4.180e+10 1.400e+10 2.630e+09]
 [2.770e+10 1.365e+10 7.200e+09]
 [1.360e+10 1.330e+10 1.180e+10]
 [2.000e+11 2.000e+11 2.000e+11]
 [2.050e+11 2.050e+11 2.050e+11]
 [1.180e+11 1.180e+11 1.180e+11]
 [9.846e+07 9.846e+07 9.846e+07]
 [1.145e+11 8.390e+09 5.990e+09]
 [1.000e+06 1.000e+06 1.000e+06]]","2D array of the Youngs moduli of the materials. Each row represents a material, the three columns represent E11, E22 and E33."
re.precomp.G,Pa,"[[1.32300000e+09 1.32300000e+09 1.32300000e+09]
 [2.63000000e+09 2.63000000e+09 2.63000000e+09]
 [7.20000000e+09 7.20000000e+09 7.20000000e+09]
 [1.18000000e+10 1.18000000e+10 1.18000000e+10]
 [7.93000000e+10 7.93000000e+10 7.93000000e+10]
 [8.00000000e+10 8.00000000e+10 8.00000000e+10]
 [4.76000000e+10 4.76000000e+10 4.76000000e+10]
 [9.84600000e+07 9.84600000e+07 9.84600000e+07]
 [5.99000000e+09 5.99000000e+09 5.99000000e+09]
 [3.84615385e+05 3.84615385e+05 3.84615385e+05]]","2D array of the shear moduli of the materials. Each row represents a material, the three columns represent G12, G13 and G23."
re.precomp.nu,,"[[0.3  0.3  0.3 ]
 [0.28 0.28 0.28]
 [0.39 0.39 0.39]
 [0.49 0.49 0.49]
 [0.3  0.3  0.3 ]
 [0.3  0.3  0.3 ]
 [0.3  0.3  0.3 ]
 [0.3  0.3  0.3 ]
 [0.27 0.27 0.27]
 [0.3  0.3  0.3 ]]","2D array of the Poisson ratio of the materials. Each row represents a material, the three columns represent nu12, nu13 and nu23."
re.precomp.rho,kg/m**3,[1235. 1920. 1850. 1780. 7800. 7850. 7200.  200. 1220. 1150.],"1D array of the density of the materials. For composites, this is the density of the laminate."
re.precomp.unit_cost,USD/kg,[ 7.23  1.87  2.86  3.    0.7   0.9   0.5  13.   30.    3.63],1D array of the unit costs of the materials.
re.precomp.waste,,[0.25 0.05 0.15 0.15 0.   0.   0.   0.2  0.05 0.  ],1D array of the non-dimensional waste fraction of the materials.
re.precomp.rho_fiber,kg/m**3,[   0. 2600. 2600. 2600.    0.    0.    0.    0. 1800.    0.],1D array of the density of the fibers of the materials.
re.precomp.rho_area_dry,kg/m**2,[0.    1.858 1.112 1.112 0.    0.    0.    0.    1.    0.   ],1D array of the dry aerial density of the composite fabrics. Non-composite materials are kept at 0.
re.precomp.ply_t,m,"[0.         0.0013457  0.00088593 0.00098437 0.         0.
 0.         0.         0.00515873 0.        ]",1D array of the ply thicknesses of the materials. Non-composite materials are kept at 0.
re.precomp.fvf,,"[0.         0.53103448 0.48275862 0.43448276 0.         0.
 0.         0.         0.10769231 0.        ]",1D array of the non-dimensional fiber volume fraction of the composite materials. Non-composite materials are kept at 0.
re.precomp.fwf,,"[0.         0.7191092  0.67847158 0.63463774 0.         0.
 0.         0.         0.15889029 0.        ]",1D array of the non-dimensional fiber weight- fraction of the composite materials. Non-composite materials are kept at 0.
re.precomp.roll_mass,kg,"[  0.       0.     181.4368 181.4368   0.       0.       0.       0.
   0.       0.    ]",1D array of the roll mass of the composite fabrics. Non-composite materials are kept at 0.
re.precomp.n_blades,Unavailable,3,Number of blades of the rotor.
re.precomp.definition_layer,Unavailable,[ 1.  1.  1.  2.  2.  4.  6.  6.  6.  1. 10. 10. 10. 10. 10. 10.],"1D array of flags identifying how layers are specified in the yaml. 1) all around (skin, paint, ) 2) offset+rotation twist+width (spar caps) 3) offset+user defined rotation+width 4) midpoint TE+width (TE reinf) 5) midpoint LE+width (LE reinf) 6) layer position fixed to other layer (core fillers) 7) start and width 8) end and width 9) start and end nd 10) web layer"
re.precomp.mat_name,Unavailable,"['Gelcoat', 'glassUD', 'glassTri', 'glassDB', 'steel', 'steel_drive', 'cast_iron', 'FOAM', 'CarbonUD', 'resin']",1D array of names of materials.
re.precomp.orth,Unavailable,[0. 1. 1. 1. 0. 0. 0. 0. 1. 0.],1D array of flags to set whether a material is isotropic (0) or orthtropic (1). Each entry represents a material.
re.precomp.component_id,Unavailable,[ 0.  5.  2.  3. -1. -1. -1.  1.  4. -1.],"1D array of flags to set whether a material is used in a blade: 0 - coating, 1 - sandwich filler , 2 - shell skin, 3 - shear webs, 4 - spar caps, 5 - TE reinf.isotropic."
re.rail.horizontal_angle_deg,deg,[13.],Angle of horizontal turn (defined for an chord of 100 feet)
re.rail.min_vertical_radius,m,[609.6],Minimum radius of a vertical curvature (hill or sag) (2000 feet)
re.rail.lateral_clearance,m,[6.7056],Clearance profile horizontal (22 feet)
re.rail.vertical_clearance,m,[7.0104],Clearance profile vertical (23 feet)
re.rail.deck_height,m,[1.19],Height of the deck of the flatcar from the rails (4 feet)
re.rail.max_strains,,[0.0035],Max allowable strains during transport
re.rail.max_LV,,[0.5],Max allowable ratio between lateral and vertical forces
re.rail.max_flatcar_weight_4axle,kg,[129727.31],Max mass of an 4-axle flatcar (286000 lbm)
re.rail.max_flatcar_weight_8axle,kg,[217724.16],Max mass of an 8-axle flatcar (480000 lbm)
re.rail.max_root_rot_deg,deg,[15.],Max degree of angle at blade root
re.rail.flatcar_tc_length,m,[20.12],Flatcar truck center to truck center lenght
re.rail.blade_ref_axis,m,"[[ 0.          0.          0.        ]
 [ 0.          0.          2.12068966]
 [ 0.          0.          4.24137931]
 [ 0.          0.          6.36206897]
 [ 0.          0.          8.48275862]
 [ 0.          0.         10.60344828]
 [ 0.          0.         12.72413793]
 [ 0.          0.         14.84482759]
 [ 0.          0.         16.96551724]
 [ 0.          0.         19.0862069 ]
 [ 0.          0.         21.20689655]
 [ 0.          0.         23.32758621]
 [ 0.          0.         25.44827586]
 [ 0.          0.         27.56896552]
 [ 0.          0.         29.68965517]
 [ 0.          0.         31.81034483]
 [ 0.          0.         33.93103448]
 [ 0.          0.         36.05172414]
 [ 0.          0.         38.17241379]
 [ 0.          0.         40.29310345]
 [ 0.          0.         42.4137931 ]
 [ 0.          0.         44.53448276]
 [ 0.          0.         46.65517241]
 [ 0.          0.         48.77586207]
 [ 0.          0.         50.89655172]
 [ 0.          0.         53.01724138]
 [ 0.          0.         55.13793103]
 [ 0.          0.         57.25862069]
 [ 0.          0.         59.37931034]
 [ 0.          0.         61.5       ]]","2D array of the coordinates (x,y,z) of the blade reference axis, defined along blade span. The coordinate system is the one of BeamDyn: it is placed at blade root with x pointing the suction side of the blade, y pointing the trailing edge and z along the blade span. A standard configuration will have negative x values (prebend), if swept positive y values, and positive z values."
re.rail.pitch_axis,,"[0.5        0.49151228 0.46763951 0.44376674 0.41989397 0.4
 0.4        0.4        0.4        0.4        0.4        0.4
 0.4        0.4        0.4        0.4        0.4        0.4
 0.4        0.4        0.4        0.4        0.4        0.4
 0.4        0.4        0.4        0.4        0.4        0.4       ]","1D array of the chordwise position of the pitch axis (0-LE, 1-TE), defined along blade span."
re.rail.coord_xy_interp,,"[[[ 1.00000000e+00  4.33680869e-19]
  [ 9.99310113e-01 -2.24586628e-02]
  [ 9.97715675e-01 -4.48159779e-02]
  ...
  [ 9.97767307e-01  4.41944433e-02]
  [ 9.99327246e-01  2.21465777e-02]
  [ 1.00000000e+00 -6.93889390e-18]]

 [[ 1.00000000e+00 -1.79523317e-04]
  [ 9.98907231e-01 -2.19287005e-02]
  [ 9.96942612e-01 -4.35334724e-02]
  ...
  [ 9.97067481e-01  4.34585243e-02]
  [ 9.98961147e-01  2.18874403e-02]
  [ 1.00000000e+00  1.73653594e-04]]

 [[ 1.00000000e+00 -1.80437969e-03]
  [ 9.94647553e-01 -1.63171224e-02]
  [ 9.88734878e-01 -3.02596019e-02]
  ...
  [ 9.89615253e-01  3.57417519e-02]
  [ 9.95074439e-01  1.90424314e-02]
  [ 1.00000000e+00  1.74538340e-03]]

 ...

 [[ 1.00000000e+00  1.15158179e-04]
  [ 9.76517692e-01  2.75561392e-03]
  [ 9.52834515e-01  4.25516776e-03]
  ...
  [ 9.53598747e-01  1.28938799e-02]
  [ 9.76918075e-01  6.56229716e-03]
  [ 1.00000000e+00  1.15158179e-04]]

 [[ 1.00000000e+00  1.15158179e-04]
  [ 9.76517692e-01  2.75561392e-03]
  [ 9.52834515e-01  4.25516776e-03]
  ...
  [ 9.53598747e-01  1.28938799e-02]
  [ 9.76918075e-01  6.56229716e-03]
  [ 1.00000000e+00  1.15158179e-04]]

 [[ 1.00000000e+00  1.15158179e-04]
  [ 9.76517692e-01  2.75561392e-03]
  [ 9.52834515e-01  4.25516776e-03]
  ...
  [ 9.53598747e-01  1.28938799e-02]
  [ 9.76918075e-01  6.56229716e-03]
  [ 1.00000000e+00  1.15158179e-04]]]",3D array of the non-dimensional x and y airfoil coordinates of the airfoils interpolated along span for n_span stations. The leading edge is place at x=0 and y=0.
re.rail.coord_xy_dim,m,"[[[ 1.77100000e+00  1.53609764e-18]
  [ 1.76855642e+00 -7.95485836e-02]
  [ 1.76290892e+00 -1.58738194e-01]
  ...
  [ 1.76309180e+00  1.56536718e-01]
  [ 1.76861710e+00  7.84431781e-02]
  [ 1.77100000e+00 -2.45775622e-17]]

 [[ 1.84482712e+00 -6.51322482e-04]
  [ 1.84086248e+00 -7.95587774e-02]
  [ 1.83373471e+00 -1.57942320e-01]
  ...
  [ 1.83418774e+00  1.57670403e-01]
  [ 1.84105809e+00  7.94090826e-02]
  [ 1.84482712e+00  6.30026739e-04]]

 [[ 2.06033616e+00 -6.98329196e-03]
  [ 2.03962118e+00 -6.31503616e-02]
  [ 2.01673800e+00 -1.17110404e-01]
  ...
  [ 2.02014522e+00  1.38327366e-01]
  [ 2.04127330e+00  7.36978247e-02]
  [ 2.06033616e+00  6.75496514e-03]]

 ...

 [[ 1.25864491e+00  2.41572093e-04]
  [ 1.20938510e+00  5.78056573e-03]
  [ 1.15970392e+00  8.92624210e-03]
  ...
  [ 1.16130708e+00  2.70480273e-02]
  [ 1.21022500e+00  1.37660032e-02]
  [ 1.25864491e+00  2.41572093e-04]]

 [[ 9.61796466e-01  1.84597882e-04]
  [ 9.24154465e-01  4.41723288e-03]
  [ 8.86190472e-01  6.82100887e-03]
  ...
  [ 8.87415532e-01  2.06688136e-02]
  [ 9.24796277e-01  1.05193237e-02]
  [ 9.61796466e-01  1.84597882e-04]]

 [[ 8.51400000e-01  1.63409455e-04]
  [ 8.18078604e-01  3.91021615e-03]
  [ 7.84472177e-01  6.03808306e-03]
  ...
  [ 7.85556622e-01  1.82964156e-02]
  [ 8.18646749e-01  9.31189967e-03]
  [ 8.51400000e-01  1.63409455e-04]]]",3D array of the dimensional x and y airfoil coordinates of the airfoils interpolated along span for n_span stations. The origin is placed at the pitch axis.
re.A,m**2,"[17.36606579 17.72621013 17.39893484 15.85431625 14.40621065 13.81689058
 13.4621372  13.19785002 12.70412288 12.25591453 11.81737351 11.36105692
 10.86357256 10.36642422  9.886799    9.4333183   9.00262986  8.58304493
  8.16469229  7.73447236  7.34974587  7.03125646  6.71777983  6.40487083
  6.0920928   5.77965877  5.44050042  5.00810032  3.78937807  3.33315982]",airfoil cross section material area
re.EA,N,"[1.81186712e+10 1.16459830e+10 1.01681931e+10 9.99291863e+09
 9.38932975e+09 9.08104122e+09 9.12190050e+09 9.15959118e+09
 9.14164467e+09 9.11610907e+09 9.08401949e+09 8.95114479e+09
 8.65377310e+09 8.35543601e+09 8.04912409e+09 7.74244203e+09
 7.43682939e+09 7.12999806e+09 6.82176392e+09 6.50565883e+09
 5.99432417e+09 5.39043953e+09 4.80252112e+09 4.21958375e+09
 3.63736962e+09 3.05580185e+09 2.47105241e+09 1.87359299e+09
 1.16175491e+09 5.62865587e+08]",axial stiffness
re.EIxx,N*m**2,"[2.71100665e+10 1.74515495e+10 1.32848934e+10 9.32876448e+09
 6.97271014e+09 6.38385931e+09 6.11162131e+09 5.89929431e+09
 5.43891744e+09 5.02962287e+09 4.64934205e+09 4.22987597e+09
 3.74249487e+09 3.30240558e+09 2.89583147e+09 2.53642781e+09
 2.21821498e+09 1.93094478e+09 1.67107099e+09 1.43098566e+09
 1.21145588e+09 1.01671440e+09 8.73771918e+08 7.51637284e+08
 6.39814637e+08 5.37471019e+08 4.38662291e+08 3.33583079e+08
 1.52486911e+08 8.70848823e+07]",edgewise stiffness (bending about :ref:`x-axis of airfoil aligned coordinate system <blade_airfoil_coord>`)
re.EIyy,N*m**2,"[2.73085168e+10 1.91284646e+10 1.83244406e+10 1.59259001e+10
 1.01935752e+10 7.23013237e+09 6.10980134e+09 5.39033312e+09
 4.61944914e+09 4.00353806e+09 3.47207454e+09 2.93524687e+09
 2.35256563e+09 1.85712988e+09 1.48219687e+09 1.19061465e+09
 9.56240707e+08 7.64815905e+08 6.01811838e+08 4.57638057e+08
 3.49927309e+08 2.84645123e+08 2.29570028e+08 1.81468413e+08
 1.39768230e+08 1.03949815e+08 7.26949032e+07 4.48557749e+07
 1.49356726e+07 4.52756519e+06]",flatwise stiffness (bending about y-axis of airfoil aligned coordinate system)
re.EIxy,N*m**2,"[9.20745853e+07 1.34651647e+09 5.07732150e+09 6.50023039e+09
 4.87245875e+09 3.90334422e+09 3.32766799e+09 2.91835934e+09
 2.49010118e+09 2.13507464e+09 1.82985676e+09 1.52074413e+09
 1.19557131e+09 9.20208486e+08 7.02790131e+08 5.35295098e+08
 4.04610852e+08 3.00661037e+08 2.16539830e+08 1.50034284e+08
 1.02978030e+08 7.47401520e+07 5.41565017e+07 3.79830837e+07
 2.53681574e+07 1.57516447e+07 8.66771244e+06 3.82810495e+06
 1.27788007e+06 5.62874414e+05]",coupled flap-edge stiffness
re.GJ,N*m**2,"[1.39522432e+10 8.58663119e+09 5.08113417e+09 2.30871746e+09
 1.27079323e+09 9.61593269e+08 8.77339415e+08 8.13085800e+08
 7.07939932e+08 6.07865741e+08 5.21813335e+08 4.38128214e+08
 3.58562682e+08 2.93679479e+08 2.37465920e+08 1.91416428e+08
 1.53454125e+08 1.21384551e+08 9.50589142e+07 7.01004897e+07
 5.34384993e+07 4.32478892e+07 3.53507595e+07 2.87843319e+07
 2.32641434e+07 1.88358593e+07 1.47048515e+07 1.07168891e+07
 4.70215838e+06 2.84879855e+06]",torsional stiffness (about axial z-axis of airfoil aligned coordinate system)
re.rhoA,kg/m,"[1276.153642    804.07965457  542.84621595  410.68101733  366.60083744
  340.00082376  334.99070748  331.10689799  321.94540022  313.42778517
  304.97906954  286.63530054  261.11752226  249.0172303   237.06177117
  225.49935334  214.30631104  203.27420612  192.25935855  169.33704682
  151.83360435  140.40887203  130.07496712  120.05696592  110.06583317
  100.10398566   89.77631532   78.11182806   48.5483746    37.69127665]",mass per unit length
re.rhoJ,kg*m,"[3723.34022002 2398.17072791 1548.65990201  939.78279466  690.57729885
  600.11217381  570.5933885   546.68735591  494.98507667  449.95260051
  408.25588393  358.29306162  302.39305048  263.40972464  228.59586819
  198.58262796  172.45377552  149.13008338  128.08609864  102.09446196
   83.07223323   70.52816103   61.03595948   52.89701594   45.54274474
   38.92133859   32.52302835   25.47555131    9.37876423    6.30875103]",polar mass moment of inertia per unit length
re.x_sc,m,"[-0.00138929 -0.00217465 -0.02027987  0.00044534  0.08710029  0.13251124
  0.15460105  0.17790064  0.18361582  0.17373045  0.16716876  0.16658441
  0.17685201  0.18755429  0.18747342  0.18290395  0.17713589  0.17029755
  0.16730151  0.15947567  0.15038119  0.13480839  0.12052986  0.10704488
  0.09423128  0.0845386   0.07243307  0.06001223  0.04201141  0.03316932]",X-coordinate of the shear-center offset with respect to the XR-YR axes
